"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"13/04/2024 20:00 - 13/04/2024 20:30","Ireland (IE)","3788.20","3999.00"
"13/04/2024 20:30 - 13/04/2024 21:00","Ireland (IE)","3770.91","3967.00"
"13/04/2024 21:00 - 13/04/2024 21:30","Ireland (IE)","3797.62","3966.00"
"13/04/2024 21:30 - 13/04/2024 22:00","Ireland (IE)","3836.51","3964.00"
"13/04/2024 22:00 - 13/04/2024 22:30","Ireland (IE)","3915.29","3884.00"
"13/04/2024 22:30 - 13/04/2024 23:00","Ireland (IE)","3852.57","3805.00"
"13/04/2024 23:00 - 13/04/2024 23:30","Ireland (IE)","N/A","3730.00"
"13/04/2024 23:30 - 14/04/2024 00:00","Ireland (IE)","N/A","3654.00"
"14/04/2024 00:00 - 14/04/2024 00:30","Ireland (IE)","3460.99","3621.00"
"14/04/2024 00:30 - 14/04/2024 01:00","Ireland (IE)","3351.96","3588.00"
"14/04/2024 01:00 - 14/04/2024 01:30","Ireland (IE)","3262.43","3576.00"
"14/04/2024 01:30 - 14/04/2024 02:00","Ireland (IE)","3262.65","3563.00"
"14/04/2024 02:00 - 14/04/2024 02:30","Ireland (IE)","3204.37","3534.00"
"14/04/2024 02:30 - 14/04/2024 03:00","Ireland (IE)","3145.55","3504.00"
"14/04/2024 03:00 - 14/04/2024 03:30","Ireland (IE)","3088.34","3475.00"
"14/04/2024 03:30 - 14/04/2024 04:00","Ireland (IE)","3081.39","3446.00"
"14/04/2024 04:00 - 14/04/2024 04:30","Ireland (IE)","3026.26","3419.00"
"14/04/2024 04:30 - 14/04/2024 05:00","Ireland (IE)","2992.33","3393.00"
"14/04/2024 05:00 - 14/04/2024 05:30","Ireland (IE)","2974.73","3393.00"
"14/04/2024 05:30 - 14/04/2024 06:00","Ireland (IE)","2956.38","3394.00"
"14/04/2024 06:00 - 14/04/2024 06:30","Ireland (IE)","2969.57","3451.00"
"14/04/2024 06:30 - 14/04/2024 07:00","Ireland (IE)","2976.01","3507.00"
"14/04/2024 07:00 - 14/04/2024 07:30","Ireland (IE)","3015.73","3574.00"
"14/04/2024 07:30 - 14/04/2024 08:00","Ireland (IE)","3014.77","3640.00"
"14/04/2024 08:00 - 14/04/2024 08:30","Ireland (IE)","3087.85","3649.00"
"14/04/2024 08:30 - 14/04/2024 09:00","Ireland (IE)","3165.78","3657.00"
"14/04/2024 09:00 - 14/04/2024 09:30","Ireland (IE)","3270.99","3676.00"
"14/04/2024 09:30 - 14/04/2024 10:00","Ireland (IE)","3375.43","3695.00"
"14/04/2024 10:00 - 14/04/2024 10:30","Ireland (IE)","3496.35","3737.00"
"14/04/2024 10:30 - 14/04/2024 11:00","Ireland (IE)","3576.29","3780.00"
"14/04/2024 11:00 - 14/04/2024 11:30","Ireland (IE)","3612.37","3825.00"
"14/04/2024 11:30 - 14/04/2024 12:00","Ireland (IE)","3670.16","3871.00"
"14/04/2024 12:00 - 14/04/2024 12:30","Ireland (IE)","3695.42","3901.00"
"14/04/2024 12:30 - 14/04/2024 13:00","Ireland (IE)","3704.40","3930.00"
"14/04/2024 13:00 - 14/04/2024 13:30","Ireland (IE)","3718.57","3938.00"
"14/04/2024 13:30 - 14/04/2024 14:00","Ireland (IE)","3768.04","3946.00"
"14/04/2024 14:00 - 14/04/2024 14:30","Ireland (IE)","3756.23","3925.00"
"14/04/2024 14:30 - 14/04/2024 15:00","Ireland (IE)","3771.03","3904.00"
"14/04/2024 15:00 - 14/04/2024 15:30","Ireland (IE)","3711.73","3880.00"
"14/04/2024 15:30 - 14/04/2024 16:00","Ireland (IE)","3663.81","3857.00"
"14/04/2024 16:00 - 14/04/2024 16:30","Ireland (IE)","3684.90","3866.00"
"14/04/2024 16:30 - 14/04/2024 17:00","Ireland (IE)","3660.65","3876.00"
"14/04/2024 17:00 - 14/04/2024 17:30","Ireland (IE)","3655.54","3905.00"
"14/04/2024 17:30 - 14/04/2024 18:00","Ireland (IE)","3763.63","3935.00"
"14/04/2024 18:00 - 14/04/2024 18:30","Ireland (IE)","3809.71","3937.00"
"14/04/2024 18:30 - 14/04/2024 19:00","Ireland (IE)","3957.52","3940.00"
"14/04/2024 19:00 - 14/04/2024 19:30","Ireland (IE)","4000.30","3929.00"
"14/04/2024 19:30 - 14/04/2024 20:00","Ireland (IE)","4026.39","3919.00"
"14/04/2024 20:00 - 14/04/2024 20:30","Ireland (IE)","N/A","3905.00"
"14/04/2024 20:30 - 14/04/2024 21:00","Ireland (IE)","N/A","3891.00"
"14/04/2024 21:00 - 14/04/2024 21:30","Ireland (IE)","4014.85","3909.00"
"14/04/2024 21:30 - 14/04/2024 22:00","Ireland (IE)","4035.28","3927.00"
"14/04/2024 22:00 - 14/04/2024 22:30","Ireland (IE)","N/A","3853.00"
"14/04/2024 22:30 - 14/04/2024 23:00","Ireland (IE)","N/A","3780.00"
"14/04/2024 23:00 - 14/04/2024 23:30","Ireland (IE)","3736.44","3711.00"
"14/04/2024 23:30 - 15/04/2024 00:00","Ireland (IE)","3573.28","3643.00"
"15/04/2024 00:00 - 15/04/2024 00:30","Ireland (IE)","3363.08","3573.00"
"15/04/2024 00:30 - 15/04/2024 01:00","Ireland (IE)","3236.22","3503.00"
"15/04/2024 01:00 - 15/04/2024 01:30","Ireland (IE)","3141.82","3481.00"
"15/04/2024 01:30 - 15/04/2024 02:00","Ireland (IE)","3156.09","3458.00"
"15/04/2024 02:00 - 15/04/2024 02:30","Ireland (IE)","3093.82","3440.00"
"15/04/2024 02:30 - 15/04/2024 03:00","Ireland (IE)","3027.71","3422.00"
"15/04/2024 03:00 - 15/04/2024 03:30","Ireland (IE)","3019.48","3406.00"
"15/04/2024 03:30 - 15/04/2024 04:00","Ireland (IE)","3043.54","3390.00"
"15/04/2024 04:00 - 15/04/2024 04:30","Ireland (IE)","2992.48","3378.00"
"15/04/2024 04:30 - 15/04/2024 05:00","Ireland (IE)","2986.82","3366.00"
"15/04/2024 05:00 - 15/04/2024 05:30","Ireland (IE)","2959.89","3388.00"
"15/04/2024 05:30 - 15/04/2024 06:00","Ireland (IE)","2971.30","3410.00"
"15/04/2024 06:00 - 15/04/2024 06:30","Ireland (IE)","3008.31","3513.00"
"15/04/2024 06:30 - 15/04/2024 07:00","Ireland (IE)","3080.35","3616.00"
"15/04/2024 07:00 - 15/04/2024 07:30","Ireland (IE)","3222.33","3759.00"
"15/04/2024 07:30 - 15/04/2024 08:00","Ireland (IE)","3423.42","3901.00"
"15/04/2024 08:00 - 15/04/2024 08:30","Ireland (IE)","3728.26","4105.00"
"15/04/2024 08:30 - 15/04/2024 09:00","Ireland (IE)","4126.13","4308.00"
"15/04/2024 09:00 - 15/04/2024 09:30","Ireland (IE)","4273.21","4439.00"
"15/04/2024 09:30 - 15/04/2024 10:00","Ireland (IE)","4339.22","4570.00"
"15/04/2024 10:00 - 15/04/2024 10:30","Ireland (IE)","4346.86","4555.00"
"15/04/2024 10:30 - 15/04/2024 11:00","Ireland (IE)","4386.99","4540.00"
"15/04/2024 11:00 - 15/04/2024 11:30","Ireland (IE)","4322.01","4496.00"
"15/04/2024 11:30 - 15/04/2024 12:00","Ireland (IE)","4290.60","4452.00"
"15/04/2024 12:00 - 15/04/2024 12:30","Ireland (IE)","N/A","4439.00"
"15/04/2024 12:30 - 15/04/2024 13:00","Ireland (IE)","N/A","4425.00"
"15/04/2024 13:00 - 15/04/2024 13:30","Ireland (IE)","4193.58","4397.00"
"15/04/2024 13:30 - 15/04/2024 14:00","Ireland (IE)","4168.39","4369.00"
"15/04/2024 14:00 - 15/04/2024 14:30","Ireland (IE)","4171.58","4326.00"
"15/04/2024 14:30 - 15/04/2024 15:00","Ireland (IE)","4084.35","4282.00"
"15/04/2024 15:00 - 15/04/2024 15:30","Ireland (IE)","4086.85","4301.00"
"15/04/2024 15:30 - 15/04/2024 16:00","Ireland (IE)","4085.72","4320.00"
"15/04/2024 16:00 - 15/04/2024 16:30","Ireland (IE)","4107.08","4393.00"
"15/04/2024 16:30 - 15/04/2024 17:00","Ireland (IE)","4068.84","4466.00"
"15/04/2024 17:00 - 15/04/2024 17:30","Ireland (IE)","4119.14","4534.00"
"15/04/2024 17:30 - 15/04/2024 18:00","Ireland (IE)","4202.69","4602.00"
"15/04/2024 18:00 - 15/04/2024 18:30","Ireland (IE)","4306.90","4594.00"
"15/04/2024 18:30 - 15/04/2024 19:00","Ireland (IE)","4345.62","4586.00"
"15/04/2024 19:00 - 15/04/2024 19:30","Ireland (IE)","4425.42","4506.00"
"15/04/2024 19:30 - 15/04/2024 20:00","Ireland (IE)","4366.33","4426.00"
"15/04/2024 20:00 - 15/04/2024 20:30","Ireland (IE)","4307.45","4349.00"
"15/04/2024 20:30 - 15/04/2024 21:00","Ireland (IE)","4307.94","4272.00"
"15/04/2024 21:00 - 15/04/2024 21:30","Ireland (IE)","N/A","4265.00"
"15/04/2024 21:30 - 15/04/2024 22:00","Ireland (IE)","N/A","4258.00"
"15/04/2024 22:00 - 15/04/2024 22:30","Ireland (IE)","4380.72","4158.00"
"15/04/2024 22:30 - 15/04/2024 23:00","Ireland (IE)","4272.54","4058.00"
"15/04/2024 23:00 - 15/04/2024 23:30","Ireland (IE)","N/A","3895.00"
"15/04/2024 23:30 - 16/04/2024 00:00","Ireland (IE)","N/A","3732.00"
"16/04/2024 00:00 - 16/04/2024 00:30","Ireland (IE)","3611.63","3683.00"
"16/04/2024 00:30 - 16/04/2024 01:00","Ireland (IE)","3525.01","3634.00"
"16/04/2024 01:00 - 16/04/2024 01:30","Ireland (IE)","3410.28","3599.00"
"16/04/2024 01:30 - 16/04/2024 02:00","Ireland (IE)","3394.76","3564.00"
"16/04/2024 02:00 - 16/04/2024 02:30","Ireland (IE)","3297.16","3543.00"
"16/04/2024 02:30 - 16/04/2024 03:00","Ireland (IE)","3256.22","3523.00"
"16/04/2024 03:00 - 16/04/2024 03:30","Ireland (IE)","3217.33","3506.00"
"16/04/2024 03:30 - 16/04/2024 04:00","Ireland (IE)","3220.41","3488.00"
"16/04/2024 04:00 - 16/04/2024 04:30","Ireland (IE)","3173.17","3475.00"
"16/04/2024 04:30 - 16/04/2024 05:00","Ireland (IE)","3141.94","3461.00"
"16/04/2024 05:00 - 16/04/2024 05:30","Ireland (IE)","3140.89","3479.00"
"16/04/2024 05:30 - 16/04/2024 06:00","Ireland (IE)","3137.23","3496.00"
"16/04/2024 06:00 - 16/04/2024 06:30","Ireland (IE)","3155.21","3574.00"
"16/04/2024 06:30 - 16/04/2024 07:00","Ireland (IE)","3211.72","3653.00"
"16/04/2024 07:00 - 16/04/2024 07:30","Ireland (IE)","3339.66","3811.00"
"16/04/2024 07:30 - 16/04/2024 08:00","Ireland (IE)","3545.47","3969.00"
"16/04/2024 08:00 - 16/04/2024 08:30","Ireland (IE)","3804.88","4195.00"
"16/04/2024 08:30 - 16/04/2024 09:00","Ireland (IE)","4126.87","4420.00"
"16/04/2024 09:00 - 16/04/2024 09:30","Ireland (IE)","4295.81","4519.00"
"16/04/2024 09:30 - 16/04/2024 10:00","Ireland (IE)","4366.95","4619.00"
"16/04/2024 10:00 - 16/04/2024 10:30","Ireland (IE)","4307.77","4597.00"
"16/04/2024 10:30 - 16/04/2024 11:00","Ireland (IE)","4321.68","4576.00"
"16/04/2024 11:00 - 16/04/2024 11:30","Ireland (IE)","4263.38","4538.00"
"16/04/2024 11:30 - 16/04/2024 12:00","Ireland (IE)","4222.83","4499.00"
"16/04/2024 12:00 - 16/04/2024 12:30","Ireland (IE)","4196.73","4477.00"
"16/04/2024 12:30 - 16/04/2024 13:00","Ireland (IE)","4161.83","4455.00"
"16/04/2024 13:00 - 16/04/2024 13:30","Ireland (IE)","4113.66","4421.00"
"16/04/2024 13:30 - 16/04/2024 14:00","Ireland (IE)","4105.14","4386.00"
"16/04/2024 14:00 - 16/04/2024 14:30","Ireland (IE)","4098.60","4348.00"
"16/04/2024 14:30 - 16/04/2024 15:00","Ireland (IE)","4016.57","4309.00"
"16/04/2024 15:00 - 16/04/2024 15:30","Ireland (IE)","4001.60","4320.00"
"16/04/2024 15:30 - 16/04/2024 16:00","Ireland (IE)","3974.02","4330.00"
"16/04/2024 16:00 - 16/04/2024 16:30","Ireland (IE)","4000.64","4393.00"
"16/04/2024 16:30 - 16/04/2024 17:00","Ireland (IE)","4014.16","4455.00"
"16/04/2024 17:00 - 16/04/2024 17:30","Ireland (IE)","4034.26","4523.00"
"16/04/2024 17:30 - 16/04/2024 18:00","Ireland (IE)","4146.73","4590.00"
"16/04/2024 18:00 - 16/04/2024 18:30","Ireland (IE)","4244.17","4578.00"
"16/04/2024 18:30 - 16/04/2024 19:00","Ireland (IE)","4253.30","4566.00"
"16/04/2024 19:00 - 16/04/2024 19:30","Ireland (IE)","4285.96","4481.00"
"16/04/2024 19:30 - 16/04/2024 20:00","Ireland (IE)","4247.34","4396.00"
"16/04/2024 20:00 - 16/04/2024 20:30","Ireland (IE)","N/A","4342.00"
"16/04/2024 20:30 - 16/04/2024 21:00","Ireland (IE)","N/A","4288.00"
"16/04/2024 21:00 - 16/04/2024 21:30","Ireland (IE)","N/A","4282.00"
"16/04/2024 21:30 - 16/04/2024 22:00","Ireland (IE)","N/A","4276.00"
"16/04/2024 22:00 - 16/04/2024 22:30","Ireland (IE)","N/A","4177.00"
"16/04/2024 22:30 - 16/04/2024 23:00","Ireland (IE)","N/A","4079.00"
"16/04/2024 23:00 - 16/04/2024 23:30","Ireland (IE)","4057.89","3915.00"
"16/04/2024 23:30 - 17/04/2024 00:00","Ireland (IE)","3873.25","3751.00"
"17/04/2024 00:00 - 17/04/2024 00:30","Ireland (IE)","3644.51","3690.00"
"17/04/2024 00:30 - 17/04/2024 01:00","Ireland (IE)","3499.93","3628.00"
"17/04/2024 01:00 - 17/04/2024 01:30","Ireland (IE)","3396.56","3608.00"
"17/04/2024 01:30 - 17/04/2024 02:00","Ireland (IE)","3443.51","3588.00"
"17/04/2024 02:00 - 17/04/2024 02:30","Ireland (IE)","3386.24","3564.00"
"17/04/2024 02:30 - 17/04/2024 03:00","Ireland (IE)","3340.17","3541.00"
"17/04/2024 03:00 - 17/04/2024 03:30","Ireland (IE)","3288.32","3522.00"
"17/04/2024 03:30 - 17/04/2024 04:00","Ireland (IE)","3214.48","3503.00"
"17/04/2024 04:00 - 17/04/2024 04:30","Ireland (IE)","3170.85","3489.00"
"17/04/2024 04:30 - 17/04/2024 05:00","Ireland (IE)","3163.16","3475.00"
"17/04/2024 05:00 - 17/04/2024 05:30","Ireland (IE)","3137.61","3494.00"
"17/04/2024 05:30 - 17/04/2024 06:00","Ireland (IE)","3130.20","3513.00"
"17/04/2024 06:00 - 17/04/2024 06:30","Ireland (IE)","3160.17","3590.00"
"17/04/2024 06:30 - 17/04/2024 07:00","Ireland (IE)","3228.22","3668.00"
"17/04/2024 07:00 - 17/04/2024 07:30","Ireland (IE)","3359.04","3824.00"
"17/04/2024 07:30 - 17/04/2024 08:00","Ireland (IE)","3555.84","3980.00"
"17/04/2024 08:00 - 17/04/2024 08:30","Ireland (IE)","3822.21","4223.00"
"17/04/2024 08:30 - 17/04/2024 09:00","Ireland (IE)","4170.48","4467.00"
"17/04/2024 09:00 - 17/04/2024 09:30","Ireland (IE)","4342.69","4551.00"
"17/04/2024 09:30 - 17/04/2024 10:00","Ireland (IE)","4431.44","4635.00"
"17/04/2024 10:00 - 17/04/2024 10:30","Ireland (IE)","4457.49","4612.00"
"17/04/2024 10:30 - 17/04/2024 11:00","Ireland (IE)","4481.90","4588.00"
"17/04/2024 11:00 - 17/04/2024 11:30","Ireland (IE)","4370.79","4539.00"
"17/04/2024 11:30 - 17/04/2024 12:00","Ireland (IE)","4432.07","4490.00"
"17/04/2024 12:00 - 17/04/2024 12:30","Ireland (IE)","4442.68","4474.00"
"17/04/2024 12:30 - 17/04/2024 13:00","Ireland (IE)","4464.10","4458.00"
"17/04/2024 13:00 - 17/04/2024 13:30","Ireland (IE)","4436.24","4434.00"
"17/04/2024 13:30 - 17/04/2024 14:00","Ireland (IE)","4461.07","4410.00"
"17/04/2024 14:00 - 17/04/2024 14:30","Ireland (IE)","4436.33","4373.00"
"17/04/2024 14:30 - 17/04/2024 15:00","Ireland (IE)","4390.23","4336.00"
"17/04/2024 15:00 - 17/04/2024 15:30","Ireland (IE)","4308.47","4347.00"
"17/04/2024 15:30 - 17/04/2024 16:00","Ireland (IE)","4313.11","4359.00"
"17/04/2024 16:00 - 17/04/2024 16:30","Ireland (IE)","4281.58","4412.00"
"17/04/2024 16:30 - 17/04/2024 17:00","Ireland (IE)","4285.50","4465.00"
"17/04/2024 17:00 - 17/04/2024 17:30","Ireland (IE)","4283.24","4536.00"
"17/04/2024 17:30 - 17/04/2024 18:00","Ireland (IE)","4378.44","4607.00"
"17/04/2024 18:00 - 17/04/2024 18:30","Ireland (IE)","4442.10","4589.00"
"17/04/2024 18:30 - 17/04/2024 19:00","Ireland (IE)","4532.36","4572.00"
"17/04/2024 19:00 - 17/04/2024 19:30","Ireland (IE)","4548.26","4494.00"
"17/04/2024 19:30 - 17/04/2024 20:00","Ireland (IE)","4491.46","4416.00"
"17/04/2024 20:00 - 17/04/2024 20:30","Ireland (IE)","4451.96","4356.00"
"17/04/2024 20:30 - 17/04/2024 21:00","Ireland (IE)","4423.75","4296.00"
"17/04/2024 21:00 - 17/04/2024 21:30","Ireland (IE)","4394.91","4286.00"
"17/04/2024 21:30 - 17/04/2024 22:00","Ireland (IE)","4395.42","4275.00"
"17/04/2024 22:00 - 17/04/2024 22:30","Ireland (IE)","4457.23","4177.00"
"17/04/2024 22:30 - 17/04/2024 23:00","Ireland (IE)","4310.49","4079.00"
"17/04/2024 23:00 - 17/04/2024 23:30","Ireland (IE)","4119.38","3919.00"
"17/04/2024 23:30 - 18/04/2024 00:00","Ireland (IE)","3892.56","3759.00"
"18/04/2024 00:00 - 18/04/2024 00:30","Ireland (IE)","3720.69","3704.00"
"18/04/2024 00:30 - 18/04/2024 01:00","Ireland (IE)","3587.83","3649.00"
"18/04/2024 01:00 - 18/04/2024 01:30","Ireland (IE)","3471.63","3626.00"
"18/04/2024 01:30 - 18/04/2024 02:00","Ireland (IE)","3464.76","3602.00"
"18/04/2024 02:00 - 18/04/2024 02:30","Ireland (IE)","3404.08","3574.00"
"18/04/2024 02:30 - 18/04/2024 03:00","Ireland (IE)","3361.59","3546.00"
"18/04/2024 03:00 - 18/04/2024 03:30","Ireland (IE)","3306.29","3526.00"
"18/04/2024 03:30 - 18/04/2024 04:00","Ireland (IE)","3312.78","3507.00"
"18/04/2024 04:00 - 18/04/2024 04:30","Ireland (IE)","3266.06","3493.00"
"18/04/2024 04:30 - 18/04/2024 05:00","Ireland (IE)","3240.92","3480.00"
"18/04/2024 05:00 - 18/04/2024 05:30","Ireland (IE)","3231.39","3498.00"
"18/04/2024 05:30 - 18/04/2024 06:00","Ireland (IE)","3218.63","3516.00"
"18/04/2024 06:00 - 18/04/2024 06:30","Ireland (IE)","3231.39","3589.00"
"18/04/2024 06:30 - 18/04/2024 07:00","Ireland (IE)","3285.15","3661.00"
"18/04/2024 07:00 - 18/04/2024 07:30","Ireland (IE)","3403.54","3818.00"
"18/04/2024 07:30 - 18/04/2024 08:00","Ireland (IE)","3584.11","3976.00"
"18/04/2024 08:00 - 18/04/2024 08:30","Ireland (IE)","3862.89","4221.00"
"18/04/2024 08:30 - 18/04/2024 09:00","Ireland (IE)","4197.23","4466.00"
"18/04/2024 09:00 - 18/04/2024 09:30","Ireland (IE)","4371.07","4548.00"
"18/04/2024 09:30 - 18/04/2024 10:00","Ireland (IE)","4450.55","4629.00"
"18/04/2024 10:00 - 18/04/2024 10:30","Ireland (IE)","4414.33","4602.00"
"18/04/2024 10:30 - 18/04/2024 11:00","Ireland (IE)","4460.05","4574.00"
"18/04/2024 11:00 - 18/04/2024 11:30","Ireland (IE)","4398.87","4523.00"
"18/04/2024 11:30 - 18/04/2024 12:00","Ireland (IE)","4356.95","4473.00"
"18/04/2024 12:00 - 18/04/2024 12:30","Ireland (IE)","4319.82","4449.00"
"18/04/2024 12:30 - 18/04/2024 13:00","Ireland (IE)","4303.92","4426.00"
"18/04/2024 13:00 - 18/04/2024 13:30","Ireland (IE)","4297.77","4391.00"
"18/04/2024 13:30 - 18/04/2024 14:00","Ireland (IE)","4285.07","4355.00"
"18/04/2024 14:00 - 18/04/2024 14:30","Ireland (IE)","4244.65","4309.00"
"18/04/2024 14:30 - 18/04/2024 15:00","Ireland (IE)","4198.60","4262.00"
"18/04/2024 15:00 - 18/04/2024 15:30","Ireland (IE)","4182.89","4275.00"
"18/04/2024 15:30 - 18/04/2024 16:00","Ireland (IE)","4170.31","4288.00"
"18/04/2024 16:00 - 18/04/2024 16:30","Ireland (IE)","4200.33","4358.00"
"18/04/2024 16:30 - 18/04/2024 17:00","Ireland (IE)","4215.16","4427.00"
"18/04/2024 17:00 - 18/04/2024 17:30","Ireland (IE)","4241.68","4485.00"
"18/04/2024 17:30 - 18/04/2024 18:00","Ireland (IE)","4245.09","4543.00"
"18/04/2024 18:00 - 18/04/2024 18:30","Ireland (IE)","N/A","4521.00"
"18/04/2024 18:30 - 18/04/2024 19:00","Ireland (IE)","N/A","4500.00"
"18/04/2024 19:00 - 18/04/2024 19:30","Ireland (IE)","4404.94","4440.00"
"18/04/2024 19:30 - 18/04/2024 20:00","Ireland (IE)","4364.40","4380.00"
"18/04/2024 20:00 - 18/04/2024 20:30","Ireland (IE)","4322.05","4312.00"
"18/04/2024 20:30 - 18/04/2024 21:00","Ireland (IE)","4301.76","4243.00"
"18/04/2024 21:00 - 18/04/2024 21:30","Ireland (IE)","4292.95","4243.00"
"18/04/2024 21:30 - 18/04/2024 22:00","Ireland (IE)","4280.47","4243.00"
"18/04/2024 22:00 - 18/04/2024 22:30","Ireland (IE)","4392.76","4162.00"
"18/04/2024 22:30 - 18/04/2024 23:00","Ireland (IE)","4242.07","4081.00"
"18/04/2024 23:00 - 18/04/2024 23:30","Ireland (IE)","N/A","3922.00"
"18/04/2024 23:30 - 19/04/2024 00:00","Ireland (IE)","N/A","3763.00"
"19/04/2024 00:00 - 19/04/2024 00:30","Ireland (IE)","3686.32","3704.00"
"19/04/2024 00:30 - 19/04/2024 01:00","Ireland (IE)","3525.52","3644.00"
"19/04/2024 01:00 - 19/04/2024 01:30","Ireland (IE)","3452.75","3624.00"
"19/04/2024 01:30 - 19/04/2024 02:00","Ireland (IE)","3443.61","3604.00"
"19/04/2024 02:00 - 19/04/2024 02:30","Ireland (IE)","3373.80","3577.00"
"19/04/2024 02:30 - 19/04/2024 03:00","Ireland (IE)","3357.65","3550.00"
"19/04/2024 03:00 - 19/04/2024 03:30","Ireland (IE)","3275.85","3528.00"
"19/04/2024 03:30 - 19/04/2024 04:00","Ireland (IE)","3262.29","3505.00"
"19/04/2024 04:00 - 19/04/2024 04:30","Ireland (IE)","3206.96","3490.00"
"19/04/2024 04:30 - 19/04/2024 05:00","Ireland (IE)","3202.92","3475.00"
"19/04/2024 05:00 - 19/04/2024 05:30","Ireland (IE)","3153.77","3493.00"
"19/04/2024 05:30 - 19/04/2024 06:00","Ireland (IE)","3131.46","3512.00"
"19/04/2024 06:00 - 19/04/2024 06:30","Ireland (IE)","3180.22","3582.00"
"19/04/2024 06:30 - 19/04/2024 07:00","Ireland (IE)","3258.40","3651.00"
"19/04/2024 07:00 - 19/04/2024 07:30","Ireland (IE)","3362.08","3804.00"
"19/04/2024 07:30 - 19/04/2024 08:00","Ireland (IE)","3505.08","3957.00"
"19/04/2024 08:00 - 19/04/2024 08:30","Ireland (IE)","3772.77","4182.00"
"19/04/2024 08:30 - 19/04/2024 09:00","Ireland (IE)","4101.27","4407.00"
"19/04/2024 09:00 - 19/04/2024 09:30","Ireland (IE)","4283.84","4509.00"
"19/04/2024 09:30 - 19/04/2024 10:00","Ireland (IE)","4381.04","4611.00"
"19/04/2024 10:00 - 19/04/2024 10:30","Ireland (IE)","4400.33","4589.00"
"19/04/2024 10:30 - 19/04/2024 11:00","Ireland (IE)","4411.06","4567.00"
"19/04/2024 11:00 - 19/04/2024 11:30","Ireland (IE)","4353.34","4513.00"
"19/04/2024 11:30 - 19/04/2024 12:00","Ireland (IE)","4319.18","4458.00"
"19/04/2024 12:00 - 19/04/2024 12:30","Ireland (IE)","4279.78","4439.00"
"19/04/2024 12:30 - 19/04/2024 13:00","Ireland (IE)","4244.69","4420.00"
"19/04/2024 13:00 - 19/04/2024 13:30","Ireland (IE)","4207.20","4369.00"
"19/04/2024 13:30 - 19/04/2024 14:00","Ireland (IE)","4211.00","4318.00"
"19/04/2024 14:00 - 19/04/2024 14:30","Ireland (IE)","4157.33","4280.00"
"19/04/2024 14:30 - 19/04/2024 15:00","Ireland (IE)","4074.82","4242.00"
"19/04/2024 15:00 - 19/04/2024 15:30","Ireland (IE)","4068.59","4240.00"
"19/04/2024 15:30 - 19/04/2024 16:00","Ireland (IE)","4102.25","4239.00"
"19/04/2024 16:00 - 19/04/2024 16:30","Ireland (IE)","4021.97","4268.00"
"19/04/2024 16:30 - 19/04/2024 17:00","Ireland (IE)","3991.10","4296.00"
"19/04/2024 17:00 - 19/04/2024 17:30","Ireland (IE)","4034.22","4348.00"
"19/04/2024 17:30 - 19/04/2024 18:00","Ireland (IE)","4055.86","4399.00"
"19/04/2024 18:00 - 19/04/2024 18:30","Ireland (IE)","4116.64","4369.00"
"19/04/2024 18:30 - 19/04/2024 19:00","Ireland (IE)","4151.81","4338.00"
"19/04/2024 19:00 - 19/04/2024 19:30","Ireland (IE)","4143.71","4283.00"
"19/04/2024 19:30 - 19/04/2024 20:00","Ireland (IE)","4133.85","4228.00"
"19/04/2024 20:00 - 19/04/2024 20:30","Ireland (IE)","4108.92","4188.00"
"19/04/2024 20:30 - 19/04/2024 21:00","Ireland (IE)","4092.40","4149.00"
"19/04/2024 21:00 - 19/04/2024 21:30","Ireland (IE)","4061.80","4131.00"
"19/04/2024 21:30 - 19/04/2024 22:00","Ireland (IE)","4071.29","4113.00"
"19/04/2024 22:00 - 19/04/2024 22:30","Ireland (IE)","4162.06","4044.00"
"19/04/2024 22:30 - 19/04/2024 23:00","Ireland (IE)","4085.26","3974.00"
"19/04/2024 23:00 - 19/04/2024 23:30","Ireland (IE)","3939.23","3839.00"
"19/04/2024 23:30 - 20/04/2024 00:00","Ireland (IE)","3794.44","3705.00"
"20/04/2024 00:00 - 20/04/2024 00:30","Ireland (IE)","3658.72","3679.00"
"20/04/2024 00:30 - 20/04/2024 01:00","Ireland (IE)","3527.27","3653.00"
"20/04/2024 01:00 - 20/04/2024 01:30","Ireland (IE)","3432.19","3635.00"
"20/04/2024 01:30 - 20/04/2024 02:00","Ireland (IE)","3428.49","3617.00"
"20/04/2024 02:00 - 20/04/2024 02:30","Ireland (IE)","3368.44","3581.00"
"20/04/2024 02:30 - 20/04/2024 03:00","Ireland (IE)","3350.08","3545.00"
"20/04/2024 03:00 - 20/04/2024 03:30","Ireland (IE)","3297.20","3514.00"
"20/04/2024 03:30 - 20/04/2024 04:00","Ireland (IE)","3303.26","3483.00"
"20/04/2024 04:00 - 20/04/2024 04:30","Ireland (IE)","3188.67","3458.00"
"20/04/2024 04:30 - 20/04/2024 05:00","Ireland (IE)","3161.10","3433.00"
"20/04/2024 05:00 - 20/04/2024 05:30","Ireland (IE)","3145.37","3437.00"
"20/04/2024 05:30 - 20/04/2024 06:00","Ireland (IE)","3148.57","3441.00"
"20/04/2024 06:00 - 20/04/2024 06:30","Ireland (IE)","3143.37","3507.00"
